Area,BHK,Bathroom,Furnishing,Location,District,Locality,Parking,Status,Transaction,Type,Per_Sqft,Price
1290,3,2,Semi-Furnished,Malviya Nagar, South Delhi,Malviya Nagar,2,Ready_to_move,Resale,Builder_Floor,7200,20000000
900,2,3,Semi-Furnished,Malviya Nagar, South Delhi,"Malviya Nagar carpet area 100 sqyrd status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Semi-Furnished facing North overlooking Garden/Park, Main Road car parking 2 Open bathroom 3 balcony 2 ownership Freehold It's a Corner three story building, located in South Delhi. Amenities like Market, Schools, Hospitals, Parks, Gyms, Study Centers, Temple are all around. Very Close to Malviya Nagar Metro and Haus Khas Metro Station. Centerlize place to live. Whether you go to Gurgaon or Noida Or to other parts of the city, commuting from here is very easy. read more Contact Owner View Phone No. Share Feedback Owner Rohit",2,Ready_to_move,Resale,Builder_Floor,14888,12500000
6500,4,5,Unfurnished,Hauz Khas, South Delhi,"Mayfair garden, Hauz Khas",3,Ready_to_move,New_Property,Builder_Floor,170000,190000000
650,2,2,Semi-Furnished,Mehrauli, South Delhi,Mehrauli,,Ready_to_move,Resale,Apartment,,2750000
405,1,1,Semi-Furnished,Mehrauli, South Delhi,Mehrauli,,Ready_to_move,New_Property,Apartment,,1500000
675,2,1,Unfurnished,Mehrauli, South Delhi,Mehrauli,,Ready_to_move,Resale,Builder_Floor,3259,2200000
850,2,2,Semi-Furnished,Mehrauli, South Delhi,Mehrauli,1,Ready_to_move,Resale,Apartment,3294,2800000
800,3,3,Semi-Furnished,Mehrauli, South Delhi,Mehrauli,1,Ready_to_move,Resale,Apartment,3294,4500000
405,1,1,Furnished,Mehrauli, South Delhi,Mehrauli,1,Ready_to_move,Resale,Apartment,3294,1800000
1350,3,3,Unfurnished,Mehrauli, South Delhi,Mehrauli,1,Ready_to_move,New_Property,Builder_Floor,3294,8500000
1350,3,3,Unfurnished,Mehrauli, South Delhi,Mehrauli,1,Ready_to_move,New_Property,Apartment,3294,8500000
450,1,1,Unfurnished,Mehrauli, South Delhi,Mehrauli,1,Ready_to_move,New_Property,Builder_Floor,3294,1700000
1050,3,2,Unfurnished,Mehrauli, South Delhi,Mehrauli,2,Ready_to_move,New_Property,Builder_Floor,3294,5600000
1675,4,3,Furnished,Mehrauli, South Delhi,Mehrauli,2,Ready_to_move,Resale,Builder_Floor,8060,13500000
1250,3,3,Unfurnished,Mehrauli, South Delhi,Mehrauli,2,Almost_ready,New_Property,Builder_Floor,8060,8500000
1080,3,3,Unfurnished,Mehrauli, South Delhi,Mehrauli,5,Ready_to_move,New_Property,Apartment,8060,6000000
1350,3,3,Unfurnished,Mehrauli, South Delhi,Mehrauli,1,Ready_to_move,New_Property,Apartment,8060,8500000
855,2,2,Semi-Furnished,Mehrauli, South Delhi,Mehrauli,1,Ready_to_move,Resale,Builder_Floor,4678,4000000
540,1,1,Unfurnished,Mehrauli, South Delhi,Mehrauli,1,Ready_to_move,Resale,Builder_Floor,3148,1700000
1044.0983,3,2,Unfurnished,Mehrauli, South Delhi,Mehrauli,1,Ready_to_move,Resale,Builder_Floor,3148,6000000
405,1,1,Semi-Furnished,Mehrauli, South Delhi,Mehrauli,1,Ready_to_move,Resale,Apartment,3148,1600000
500,1,2,Semi-Furnished,Mehrauli, South Delhi,Mehrauli,1,Ready_to_move,Resale,Apartment,4200,2100000
450,1,1,Furnished,Mehrauli, South Delhi,Mehrauli,1,Ready_to_move,Resale,Apartment,3778,1700000
405,1,1,Unfurnished,Mehrauli, South Delhi,Mehrauli,1,Ready_to_move,Resale,Builder_Floor,2963,1200000
173,2,2,Unfurnished,Mehrauli, South Delhi,Mehrauli,1,Ready_to_move,Resale,Builder_Floor,3667,3500000
1100,3,2,Unfurnished,Mehrauli, South Delhi,Mehrauli,1,Ready_to_move,Resale,Builder_Floor,7727,8500000
600,2,2,Unfurnished,Mehrauli, South Delhi,Mehrauli,1,Ready_to_move,Resale,Builder_Floor,5333,3200000
1250,3,2,Semi-Furnished,Mehrauli, South Delhi,Mehrauli carpet area 1250 sqft status Ready to Move floor Ground out of 8 floors transaction Resale furnishing Semi-Furnished facing East overlooking Main Road car parking 1 Covered bathroom 2 balcony 3 ownership Freehold The flat located are very good condition and well developed area. The flat area are very spaciable. This flat balcony view is very best society very neat and clean. read more Contact Agent View Phone No. Share Feedback Agent Bharti Real Estate 100+ Buyers Served,1,Ready_to_move,Resale,Apartment,8060,6500000
1300,3,3,Semi-Furnished,Mehrauli, South Delhi,"Mehrauli carpet area 1300 sqft status Ready to Move floor 2 out of 4 floors transaction New Property furnishing Semi-Furnished facing East overlooking Garden/Park, Main Road car parking 2 Covered bathroom 3 balcony 2 ownership Freehold 3 bhk flat with attached washroom, modular kitchen, IInd floor, one car and one bike parking, lift, gated society, security, cctv camera, water backup. read more Contact Agent View Phone No. Share Feedback Agent India Bhoomi",2,Ready_to_move,New_Property,Builder_Floor,3294,7000000
3000,4,5,Semi-Furnished,Saket, South Delhi,"Metrotech Builder Floors, Saket",3,Ready_to_move,New_Property,Builder_Floor,28846,75000000
1350,3,3,Semi-Furnished,Alaknanda, South Delhi,"Narmada Apartment, Alaknanda",2,Ready_to_move,Resale,Apartment,,21000000
1250,3,3,Semi-Furnished,Alaknanda, South Delhi,"Narmada Apartment, Alaknanda",2,Ready_to_move,New_Property,Apartment,,20000000
1000,3,3,Semi-Furnished,Alaknanda, South Delhi,"Narmada Apartment, Alaknanda",2,Ready_to_move,Resale,Apartment,,19500000
1600,3,3,Semi-Furnished,Alaknanda, South Delhi,"Narmada Apartment, Alaknanda",2,Ready_to_move,Resale,Apartment,12500,20000000
1150,2,2,Unfurnished,Alaknanda, South Delhi,"Narmada Apartment, Alaknanda",1,Ready_to_move,Resale,Apartment,12500,16500000
1350,3,3,Semi-Furnished,Alaknanda, South Delhi,"Narmada Apartment, Alaknanda",2,Ready_to_move,Resale,Apartment,,21000000
1250,3,3,Semi-Furnished,Alaknanda, South Delhi,"Narmada Apartment, Alaknanda",2,Ready_to_move,New_Property,Apartment,,20000000
1000,3,3,Semi-Furnished,Alaknanda, South Delhi,"Narmada Apartment, Alaknanda",2,Ready_to_move,Resale,Apartment,,19500000
1600,3,3,Semi-Furnished,Alaknanda, South Delhi,"Narmada Apartment, Alaknanda",2,Ready_to_move,Resale,Apartment,12500,20000000
1150,2,2,Unfurnished,Alaknanda, South Delhi,"Narmada Apartment, Alaknanda",1,Ready_to_move,Resale,Apartment,12500,16500000
1400,3,3,Furnished,Greater Kailash, South Delhi,"Narmada Apartment, Alaknanda carpet area 1400 sqft status Ready to Move floor Ground out of 3 floors transaction Resale furnishing Furnished facing North - East overlooking Garden/Park, Main Road society Narmada Apartment car parking 1 Open bathroom 3 balcony 1 ownership Freehold Near Alaknanda Main Market & Greater Kailash Metro Station. A very good 3 bhk flat for sale in rwa Narmada Apartment, delhi south. It is a superb property and offers an excellent view. The flat is unfurnished. It promises a comfortable stay. It is feng shuivaastu compliant, which is considered to bring positive energy. The appeal of the flat has been increased with the availability of a pipedGa. Indeed, the society too has multiple facilities for enjoyment, such as club housecommunity center and fitness centregym etc. It also has rain water harvesting system. It has a super builtUp area of 180 sq. Yards. read more Contact Agent View Phone No. Share Feedback Agent Sulabh Estate",1,Ready_to_move,Resale,Apartment,12500,18000000
1400,3,3,Furnished,Alaknanda, South Delhi,"Narmada Apartment, Alaknanda carpet area 1400 sqft status Ready to Move floor Ground out of 3 floors transaction Resale furnishing Furnished facing North - East overlooking Garden/Park, Main Road society Narmada Apartment car parking 1 Open bathroom 3 balcony 1 ownership Freehold Near Alaknanda Main Market & Greater Kailash Metro Station. A very good 3 bhk flat for sale in rwa Narmada Apartment, delhi south. It is a superb property and offers an excellent view. The flat is unfurnished. It promises a comfortable stay. It is feng shuivaastu compliant, which is considered to bring positive energy. The appeal of the flat has been increased with the availability of a pipedGa. Indeed, the society too has multiple facilities for enjoyment, such as club housecommunity center and fitness centregym etc. It also has rain water harvesting system. It has a super builtUp area of 180 sq. Yards. read more Contact Agent View Phone No. Share Feedback Agent Sulabh Estate",1,Ready_to_move,Resale,Apartment,12500,18000000
4500,4,4,Semi-Furnished,Friends Colony, South Delhi,New Friends Colony,2,Ready_to_move,New_Property,Builder_Floor,120000,60000000
1800,4,4,Semi-Furnished,Friends Colony, South Delhi,New Friends Colony,2,Ready_to_move,New_Property,Builder_Floor,120000,65000000
4500,4,4,Semi-Furnished,Friends Colony, South Delhi,New Friends Colony,2,Ready_to_move,New_Property,Builder_Floor,120000,75000000
1600,3,3,Semi-Furnished,Friends Colony, South Delhi,New Friends Colony,2,Ready_to_move,Resale,Apartment,15459,40000000
3500,4,4,Unfurnished,Friends Colony, South Delhi,New Friends Colony,2,Ready_to_move,Resale,Builder_Floor,15459,90000000
2100,4,5,Semi-Furnished,Friends Colony, South Delhi,New Friends Colony,2,Ready_to_move,New_Property,Builder_Floor,15459,56000000
1500,3,3,Semi-Furnished,Friends Colony, South Delhi,New Friends Colony,2,Ready_to_move,New_Property,Builder_Floor,15459,60000000
3500,4,5,Semi-Furnished,Friends Colony, South Delhi,New Friends Colony,2,Ready_to_move,New_Property,Builder_Floor,15459,58000000
2000,4,4,Semi-Furnished,Friends Colony, South Delhi,New Friends Colony,3,Ready_to_move,New_Property,Builder_Floor,15459,70000000
2550,4,4,Unfurnished,Friends Colony, South Delhi,New Friends Colony,1,Ready_to_move,Resale,Builder_Floor,23529,60000000
4500,4,4,Semi-Furnished,Friends Colony, South Delhi,New Friends Colony,2,Ready_to_move,Resale,Builder_Floor,23529,70000000
1400,3,3,Semi-Furnished,Friends Colony, South Delhi,New Friends Colony,2,Ready_to_move,New_Property,Builder_Floor,23529,50000000
2800,4,5,Semi-Furnished,Friends Colony, South Delhi,New Friends Colony,2,Ready_to_move,New_Property,Builder_Floor,23529,75000000
4500,4,4,Semi-Furnished,Friends Colony, South Delhi,New Friends Colony,2,Ready_to_move,Resale,Builder_Floor,23529,55000000
4300,4,4,Unfurnished,Friends Colony, South Delhi,"New Friends Colony carpet area 4300 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Unfurnished facing North - East overlooking Garden/Park, Main Road car parking 2 Covered, 2 Open bathroom 4 balcony 3 ownership Freehold hurry up... dont waste time any where, It is best deal in your pocket budget.well maintained second floor with terrace garden plus 2 additional room on terrace up for sale in new friends colony.the property has 4 king sized bedroom attached bathroom with roof top shower with Jacuzzi. It has 3 big balconies with wonderful outer view. It has modular kitchen with new fittings. It has servant quarter pooja room study room store room etc. It has drawing & dining. It has 2 car parking with gated society. It has 247 hours water supply with full power backup. It is in amazing location. read more Contact Agent View Phone No. Share Feedback Crisil Silver Agent Sagar Home Developers Pvt. Ltd. 1000+ Buyers Served",2,Ready_to_move,Resale,Builder_Floor,120000,60000000
2700,4,4,Semi-Furnished,Friends Colony, South Delhi,"New Friends Colony Floors, New Friends Colony",2,Ready_to_move,New_Property,Builder_Floor,23529,52500000
1400,2,2,Unfurnished,Alaknanda, South Delhi,"Nilgiri Apartment, Alaknanda",1,Ready_to_move,Resale,Apartment,12500,16500000
1200,2,2,Unfurnished,Alaknanda, South Delhi,"Nilgiri Apartment, Alaknanda",1,Ready_to_move,Resale,Apartment,11538,14300000
1300,3,2,Unfurnished,Alaknanda, South Delhi,"Nilgiri Apartment, Alaknanda",1,Ready_to_move,Resale,Apartment,11538,18500000
1400,2,2,Unfurnished,Alaknanda, South Delhi,"Nilgiri Apartment, Alaknanda",1,Ready_to_move,Resale,Apartment,12500,16500000
1200,2,2,Unfurnished,Alaknanda, South Delhi,"Nilgiri Apartment, Alaknanda",1,Ready_to_move,Resale,Apartment,11538,14300000
1300,3,2,Unfurnished,Alaknanda, South Delhi,"Nilgiri Apartment, Alaknanda",1,Ready_to_move,Resale,Apartment,11538,18500000
4350,4,6,Semi-Furnished,Hauz Khas, South Delhi,"Orchid Metropolis, Hauz Khas",2,Ready_to_move,New_Property,Apartment,170000,135000000
1250,3,3,Unfurnished,Sheikh Sarai, South Delhi,"Panchsheel Vihar, Sheikh Sarai",1,Ready_to_move,New_Property,Builder_Floor,10556,5800000
1100,3,2,Semi-Furnished,Sheikh Sarai, South Delhi,"Panchsheel Vihar, Sheikh Sarai",1,Ready_to_move,New_Property,Builder_Floor,10556,6000000
450,1,1,Unfurnished,Sheikh Sarai, South Delhi,"Panchsheel Vihar, Sheikh Sarai",1,Ready_to_move,New_Property,Apartment,10556,2200000
650,2,2,Unfurnished,Sheikh Sarai, South Delhi,"Panchsheel Vihar, Sheikh Sarai",1,Ready_to_move,Resale,Apartment,15882,3800000
1800,4,3,Furnished,Sheikh Sarai, South Delhi,"Panchsheel Vihar, Sheikh Sarai",2,Ready_to_move,New_Property,Builder_Floor,65714,5500000
900,3,2,Semi-Furnished,Saket, South Delhi,"Press Enclave Society, Saket",1,Ready_to_move,Resale,Apartment,28846,24000000
990,3,3,Furnished,Saket, South Delhi,"Press Enclave Society, Saket",1,Ready_to_move,Resale,Apartment,6944,28000000
1500,3,3,Semi-Furnished,Alaknanda, South Delhi,"Project Gangotri Enclave, Alaknanda",2,Ready_to_move,Resale,Apartment,12500,21000000
1500,3,3,Semi-Furnished,Alaknanda, South Delhi,"Project Gangotri Enclave, Alaknanda",2,Ready_to_move,Resale,Apartment,12500,21000000
1300,3,3,Unfurnished,Alaknanda, South Delhi,"Project Gangotri Enclave, Gangotri Enclave, Alaknanda",2,Ready_to_move,Resale,Apartment,12500,19000000
1300,3,3,Unfurnished,Alaknanda, South Delhi,"Project Gangotri Enclave, Gangotri Enclave, Alaknanda",2,Ready_to_move,Resale,Apartment,12500,19000000
1800,4,4,Semi-Furnished,Saket, South Delhi,"Project Paryavaran Complex, Saket",1,Ready_to_move,Resale,Builder_Floor,6944,12500000
1450,3,3,Semi-Furnished,Saket, South Delhi,"RWA Flats, Saket",1,Almost_ready,New_Property,Builder_Floor,28846,34000000
1500,3,2,Semi-Furnished,Saket, South Delhi,"RWA Flats, Saket",2,Ready_to_move,Resale,Apartment,28846,21500000
1700,3,3,Semi-Furnished,Saket, South Delhi,"RWA Flats, Saket",2,Ready_to_move,New_Property,Builder_Floor,18000,29000000
1100,3,3,Unfurnished,Hauz Khas, South Delhi,"Safdarjung Development Area, Hauz Khas",2,Ready_to_move,Resale,Apartment,30000,18500000
3600,4,4,Semi-Furnished,Hauz Khas, South Delhi,"Safdarjung Development Area, Hauz Khas",2,Almost_ready,New_Property,Builder_Floor,18055,65000000
1250,3,3,Semi-Furnished,Hauz Khas, South Delhi,"Safdarjung Development Area, Hauz Khas",1,Ready_to_move,Resale,Builder_Floor,17677,24000000
1450,3,3,Semi-Furnished,Hauz Khas, South Delhi,"Safdarjung Development Area, Hauz Khas",1,Ready_to_move,New_Property,Builder_Floor,37037,45000000
1700,4,3,Semi-Furnished,Saket, South Delhi,Saket,2,Ready_to_move,Resale,Builder_Floor,21071,29500000
2100,4,3,Furnished,Saket, South Delhi,Saket,1,Ready_to_move,Resale,Apartment,14074,25500000
2600,4,4,Semi-Furnished,Saket, South Delhi,Saket,3,Ready_to_move,New_Property,Builder_Floor,28846,75000000
3000,4,5,Semi-Furnished,Saket, South Delhi,Saket,4,Ready_to_move,New_Property,Builder_Floor,28846,75000000
2050,4,4,Semi-Furnished,Saket, South Delhi,Saket,1,Ready_to_move,New_Property,Builder_Floor,28846,47500000
1500,3,2,Semi-Furnished,Saket, South Delhi,Saket,1,Ready_to_move,New_Property,Builder_Floor,28846,28500000
1674,3,3,Unfurnished,Saket, South Delhi,Saket,1,Ready_to_move,Resale,Builder_Floor,6944,45000000
2025,4,3,Furnished,Saket, South Delhi,Saket,2,Ready_to_move,Resale,Builder_Floor,6944,30500000
1300,3,3,Semi-Furnished,Saket, South Delhi,Saket,3,Ready_to_move,Resale,Builder_Floor,6944,22500000
2100,3,4,Semi-Furnished,Saket, South Delhi,Saket,2,Ready_to_move,Resale,Builder_Floor,14705,25000000
2250,4,4,Semi-Furnished,Saket, South Delhi,Saket,2,Ready_to_move,Resale,Builder_Floor,14705,33700000
1500,3,3,Semi-Furnished,Saket, South Delhi,Saket,1,Ready_to_move,Resale,Builder_Floor,18000,27000000
2700,4,4,Semi-Furnished,Saket, South Delhi,Saket,2,Ready_to_move,New_Property,Builder_Floor,18000,43500000
1700,3,3,Semi-Furnished,Saket, South Delhi,Saket,2,Ready_to_move,Resale,Builder_Floor,17647,30000000
2050,4,4,Semi-Furnished,Saket, South Delhi,Saket,2,Ready_to_move,New_Property,Apartment,17647,52100000
1800,3,3,Unfurnished,Saket, South Delhi,Saket,1,Ready_to_move,New_Property,Builder_Floor,18055,32500000
1500,3,2,Semi-Furnished,Saket, South Delhi,Saket,1,Ready_to_move,Resale,Apartment,18055,20500000
2000,4,3,Semi-Furnished,Saket, South Delhi,Saket,1,Ready_to_move,Resale,Apartment,12500,25000000
1500,3,3,Semi-Furnished,Saket, South Delhi,Saket,2,Ready_to_move,Resale,Builder_Floor,12500,30000000
24300,4,5,Semi-Furnished,Saket, South Delhi,Saket,2,Ready_to_move,Resale,Builder_Floor,12500,51000000
2475,4,4,Semi-Furnished,Saket, South Delhi,Saket,1,Ready_to_move,Resale,Builder_Floor,12500,31000000
1800,3,3,Semi-Furnished,Saket, South Delhi,"Saket Court Residential Complex, Saket",2,Ready_to_move,Resale,Apartment,28846,23000000
2000,3,3,Unfurnished,Hauz Khas, South Delhi,"Sarva Priya Apartment, Hauz Khas",2,Ready_to_move,Resale,Apartment,30000,37500000
1980,3,4,Unfurnished,Hauz Khas, South Delhi,"Sarva Priya Apartment, Hauz Khas",1,Almost_ready,New_Property,Apartment,17677,35000000
1700,3,3,Semi-Furnished,Hauz Khas, South Delhi,"Sarva Priya Apartment, Hauz Khas carpet area 1700 sqft status Ready to Move floor 1 out of 7 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Garden/Park society Sarva Priya Apartment car parking 1 Covered, 1 Open bathroom 3 balcony 2 ownership Freehold desperarte sale ,its clear tile, proper cross ventilation ,proper an matter for one week ,crystle sunlight found, and air,ICIC BANK LOAN APPROVAL, good to see , have lucky chance to get such a reraly rare property read more Contact Agent View Phone No. Share Feedback Agent New Capital Properties 1000+ Buyers Served",1,Ready_to_move,Resale,Apartment,25000,36500000
585,2,2,Semi-Furnished,Sheikh Sarai, South Delhi,"Savitri Nagar Village, Sheikh Sarai",1,Ready_to_move,Resale,Builder_Floor,,4000000
1700,3,3,Unfurnished,Sheikh Sarai, South Delhi,"Savitri Nagar Village, Sheikh Sarai",2,Ready_to_move,Resale,Builder_Floor,,8000000
600,3,2,Semi-Furnished,Sheikh Sarai, South Delhi,"Savitri Nagar Village, Sheikh Sarai",1,Ready_to_move,Resale,Builder_Floor,10556,8000000
855,3,2,Semi-Furnished,Sheikh Sarai, South Delhi,"Savitri Nagar Village, Sheikh Sarai",1,Ready_to_move,Resale,Builder_Floor,10556,6500000
1250,2,4,Semi-Furnished,Sheikh Sarai, South Delhi,Sheikh Sarai,1,Ready_to_move,Resale,Builder_Floor,,19000000
1600,3,3,Semi-Furnished,Sheikh Sarai, South Delhi,Sheikh Sarai Phase 1,2,Ready_to_move,New_Property,Builder_Floor,,21000000
1600,3,3,Semi-Furnished,Sheikh Sarai, South Delhi,Sheikh Sarai Phase 1,1,Ready_to_move,Resale,Builder_Floor,,22500000
1800,3,4,Semi-Furnished,Sheikh Sarai, South Delhi,Sheikh Sarai Phase 1,2,Ready_to_move,Resale,Apartment,10556,19000000
1600,3,4,Unfurnished,Sheikh Sarai, South Delhi,Sheikh Sarai Phase 1,1,Ready_to_move,Resale,Apartment,10556,18800000
1291.668,3,2,Unfurnished,Sheikh Sarai, South Delhi,Sheikh Sarai Phase 1,1,Ready_to_move,Resale,Apartment,10556,23500000
1300,2,2,Semi-Furnished,Sheikh Sarai, South Delhi,Sheikh Sarai Phase 1,2,Ready_to_move,Resale,Apartment,12307,16000000
1350,3,3,Unfurnished,Sheikh Sarai, South Delhi,Sheikh Sarai Phase 1,2,Ready_to_move,Resale,Apartment,12307,20000000
900,2,2,Unfurnished,Sheikh Sarai, South Delhi,Sheikh Sarai Phase 1,2,Ready_to_move,New_Property,Builder_Floor,12307,5500000
850,2,2,Semi-Furnished,Sheikh Sarai, South Delhi,Sheikh Sarai Phase 1,1,Ready_to_move,Resale,Apartment,15882,13500000
1650,3,3,Semi-Furnished,Sheikh Sarai, South Delhi,Sheikh Sarai Phase 1,1,Ready_to_move,Resale,Builder_Floor,15882,22500000
1250,2,1,Semi-Furnished,Sheikh Sarai, South Delhi,Sheikh Sarai Phase 1,2,Ready_to_move,Resale,Apartment,65714,17500000
1500,3,3,Semi-Furnished,Sheikh Sarai, South Delhi,Sheikh Sarai Phase 1,2,Ready_to_move,Resale,Builder_Floor,65714,22500000
1100,2,2,Semi-Furnished,Sheikh Sarai, South Delhi,Sheikh Sarai Phase 1,1,Ready_to_move,Resale,Apartment,11363,12500000
1400,3,2,Semi-Furnished,Sheikh Sarai, South Delhi,Sheikh Sarai Phase 1,2,Ready_to_move,Resale,Apartment,13571,19000000
1300,2,2,Semi-Furnished,Sheikh Sarai, South Delhi,Sheikh Sarai Phase 1,2,Ready_to_move,Resale,Apartment,11923,15500000
1100,2,2,Semi-Furnished,Sheikh Sarai, South Delhi,Sheikh Sarai Phase 1,2,Ready_to_move,Resale,Apartment,12272,13500000
1600,3,3,Semi-Furnished,Sheikh Sarai, South Delhi,Sheikh Sarai Phase 1,2,Ready_to_move,Resale,Apartment,13125,21000000
810,3,2,Semi-Furnished,Sheikh Sarai, South Delhi,Sheikh Sarai Phase 2,1,Ready_to_move,Resale,Builder_Floor,,7500000
600,1,1,Unfurnished,Sheikh Sarai, South Delhi,Sheikh Sarai Phase 2,2,Ready_to_move,New_Property,Apartment,10556,7000000
980,2,2,Semi-Furnished,Alaknanda, South Delhi,"Shivalik Apartments, Alaknanda",2,Ready_to_move,Resale,Apartment,,13800000
1400,3,2,Semi-Furnished,Alaknanda, South Delhi,"Shivalik Apartments, Alaknanda",2,Ready_to_move,Resale,Builder_Floor,,26000000
980,2,2,Semi-Furnished,Alaknanda, South Delhi,"Shivalik Apartments, Alaknanda",2,Ready_to_move,Resale,Apartment,,13800000
1400,3,2,Semi-Furnished,Alaknanda, South Delhi,"Shivalik Apartments, Alaknanda",2,Ready_to_move,Resale,Builder_Floor,,26000000
1400,3,3,Semi-Furnished,Malviya Nagar, South Delhi,"Shivalik, Malviya Nagar",2,Ready_to_move,New_Property,Builder_Floor,,34000000
1350,3,3,Semi-Furnished,Malviya Nagar, South Delhi,"Shivalik, Malviya Nagar",2,Ready_to_move,New_Property,Builder_Floor,7200,30000000
1400,3,3,Semi-Furnished,Malviya Nagar, South Delhi,"Shivalik, Malviya Nagar",1,Ready_to_move,New_Property,Builder_Floor,21429,30000000
1700,3,3,Unfurnished,Malviya Nagar, South Delhi,"Shivalik, Malviya Nagar",2,Ready_to_move,New_Property,Builder_Floor,21429,30000000
2800,6,4,Semi-Furnished,Friends Colony, South Delhi,"Taimoor Enclave, New Friends Colony carpet area 2800 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Semi-Furnished facing East overlooking Garden/Park society Taimoor Enclave car parking 2 Covered, 1 Open bathroom 4 balcony 2 ownership Freehold Two floor of the house is available for sale SECOND AND THIRD FLOOR EXTRA made, provision for LIFT can be provided by the OWNER .DDA FLATS of TAIMOOR ENCLAVE, NEAR GURUDWARA, NEW FRIENDS COLONY, SOUTH DELHI , HOUSE IS ON THE SECOND FLOOR have 3 bed room and 2 wash room and and same on the Third Floor, URGENT SALE, BROKER EXCUSE. read more Contact Agent View Phone No. Share Feedback Agent Delhi Homes 100+ Buyers Served",2,Ready_to_move,Resale,Apartment,15459,29500000
1800,4,2,Semi-Furnished,Alaknanda, South Delhi,"Tara Apartment, Alaknanda",1,Ready_to_move,Resale,Apartment,,21500000
1800,4,2,Semi-Furnished,Alaknanda, South Delhi,"Tara Apartment, Alaknanda",1,Ready_to_move,Resale,Apartment,,21500000
1400,3,3,Furnished,Alaknanda, South Delhi,"Tara Apartment, Alaknanda carpet area 1400 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Furnished facing North - East overlooking Garden/Park society Tara Apartment car parking 1 Covered, 1 Open bathroom 3 balcony 4 ownership Freehold Near Alaknanda Main Market, Jamia Humderd University & Batra hospital. A very good 3 bhk flat for sale in rwa Tara Apartment, delhi south. It is a superb property and offers an excellent view. The flat is unfurnished. It promises a comfortable stay. It is feng shuivaastu compliant, which is considered to bring positive energy. The appeal of the flat has been increased with the availability of a pipedGa. Indeed, the society too has multiple facilities for enjoyment, such as club housecommunity center and fitness centregym etc. It also has rain water harvesting system. It has a super builtUp area of 180 sq. Yards. Other f read more Contact Agent View Phone No. Share Feedback Agent Sulabh Estate",1,Ready_to_move,Resale,Apartment,11538,19000000
1400,3,3,Furnished,Alaknanda, South Delhi,"Tara Apartment, Alaknanda carpet area 1400 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Furnished facing North - East overlooking Garden/Park society Tara Apartment car parking 1 Covered, 1 Open bathroom 3 balcony 4 ownership Freehold Near Alaknanda Main Market, Jamia Humderd University & Batra hospital. A very good 3 bhk flat for sale in rwa Tara Apartment, delhi south. It is a superb property and offers an excellent view. The flat is unfurnished. It promises a comfortable stay. It is feng shuivaastu compliant, which is considered to bring positive energy. The appeal of the flat has been increased with the availability of a pipedGa. Indeed, the society too has multiple facilities for enjoyment, such as club housecommunity center and fitness centregym etc. It also has rain water harvesting system. It has a super builtUp area of 180 sq. Yards. Other f read more Contact Agent View Phone No. Share Feedback Agent Sulabh Estate",1,Ready_to_move,Resale,Apartment,11538,19000000
360,2,1,Semi-Furnished,Mahavir Enclave, South Delhi,"Vijay Enclave, Mahavir Enclave",1,Ready_to_move,New_Property,Apartment,42222,2200000
1080,3,2,Semi-Furnished,Lajpat Nagar, South Delhi,"Vikram Vihar, Lajpat Nagar",1,Ready_to_move,New_Property,Builder_Floor,,22500000
1000,3,3,Semi-Furnished,Lajpat Nagar, South Delhi,"Vikram Vihar, Lajpat Nagar",1,Ready_to_move,New_Property,Builder_Floor,22000,22000000
1143,3,3,Unfurnished,Lajpat Nagar, South Delhi,"Vikram Vihar, Lajpat Nagar",2,Ready_to_move,New_Property,Builder_Floor,22000,22000000
1150,3,3,Semi-Furnished,Lajpat Nagar, South Delhi,"Vikram Vihar, Lajpat Nagar",2,Ready_to_move,New_Property,Builder_Floor,22000,24000000
1100,3,3,Unfurnished,Lajpat Nagar, South Delhi,"Vikram Vihar, Lajpat Nagar",1,Ready_to_move,New_Property,Builder_Floor,22000,22500000
750,2,2,Semi-Furnished,Lajpat Nagar, South Delhi,"Vinoba Puri, Lajpat Nagar",2,Ready_to_move,New_Property,Builder_Floor,9259,11500000
900,2,2,Unfurnished,Lajpat Nagar, South Delhi,"Vinoba Puri, Lajpat Nagar",2,Ready_to_move,Resale,Builder_Floor,7000,6300000
1300,2,2,Semi-Furnished,Alaknanda, South Delhi,"Yamuna Apartment, Alaknanda",1,Ready_to_move,Resale,Apartment,11538,15000000
1300,2,2,Semi-Furnished,Alaknanda, South Delhi,"Yamuna Apartment, Alaknanda",1,Ready_to_move,Resale,Apartment,11538,15000000
540,2,1,Unfurnished,Friends Colony, South Delhi,"Zakir Nagar, New Friends Colony",2,Ready_to_move,Resale,Builder_Floor,2778,1500000
1150,2,2,Semi-Furnished,Shahdara, Shahdara,"Ahinsha Vatika, Ram Nagar, Shahdara",1,Ready_to_move,Resale,Apartment,6347,7300000
970,3,2,Semi-Furnished,Shahdara, Shahdara,"Balbir Nagar, Shahdara",1,Ready_to_move,Resale,Builder_Floor,,6500000
